Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
164.0,Amrik Singh Chana,Kenya,2108.0,307.0,261.0,191.0,158.0,57.0,40.0,17.0,24.0,336.0,53.0,168.0,90.0,314.0,89.0,3.0
165.0,Taha Ben Salah,Tunisia,2110.0,338.0,356.0,143.0,75.0,44.0,40.0,17.0,10.0,133.0,53.0,77.0,418.0,314.0,89.0,3.0
166.0,Oghenerukevwe Esemitodje,Nigeria,2125.0,342.0,315.0,162.0,98.0,57.0,40.0,17.0,24.0,181.0,53.0,168.0,262.0,314.0,89.0,3.0
167.0,Ricco Visser,South Africa,2131.0,556.0,337.0,244.0,137.0,57.0,40.0,17.0,24.0,293.0,53.0,96.0,109.0,78.0,87.0,3.0
168.0,Ferielle Hammami,Tunisia,2135.0,492.0,118.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,66.0,63.0,30.0,3.0
169.0,Samuel Peters,South Africa,2138.0,157.0,80.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,132.0,314.0,89.0,3.0
170.0,Jasen Bredenkamp,South Africa,2150.0,190.0,124.0,207.0,140.0,57.0,40.0,17.0,24.0,216.0,53.0,168.0,508.0,314.0,89.0,3.0
171.0,Lethabo Moeti,South Africa,2153.0,91.0,288.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,5.0,314.0,89.0,3.0
172.0,Johan Venter,South Africa,2156.0,266.0,168.0,385.0,158.0,57.0,40.0,17.0,24.0,142.0,53.0,168.0,272.0,314.0,89.0,3.0
173.0,John Muthee Karichu,Kenya,2157.0,145.0,196.0,385.0,158.0,57.0,40.0,17.0,24.0,331.0,53.0,168.0,177.0,314.0,89.0,3.0
174.0,Ahmed Maalej,Tunisia,2173.0,348.0,166.0,156.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,174.0,309.0,39.0,3.0
175.0,Troy Shrosbree,South Africa,2174.0,339.0,114.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,187.0,79.0,89.0,3.0
176.0,Zayd Oomar,South Africa,2180.0,47.0,110.0,74.0,158.0,57.0,40.0,17.0,24.0,15.0,53.0,168.0,1011.0,314.0,89.0,3.0
177.0,Kaylie Pretorius,South Africa,2190.0,206.0,116.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,99.0,314.0,89.0,3.0
178.0,Logan Woolfson,South Africa,2193.0,87.0,206.0,109.0,84.0,50.0,40.0,17.0,24.0,322.0,53.0,168.0,627.0,314.0,89.0,3.0
178.0,Ismaël Mamy Randriamalanto,Madagascar,2193.0,121.0,178.0,47.0,37.0,57.0,40.0,17.0,24.0,34.0,53.0,168.0,1011.0,314.0,89.0,3.0
180.0,Jacques Andre Horne,South Africa,2208.0,399.0,398.0,234.0,158.0,57.0,40.0,17.0,24.0,258.0,43.0,168.0,231.0,89.0,89.0,3.0
181.0,Oluleke-Oke John,Nigeria,2209.0,104.0,98.0,100.0,158.0,57.0,40.0,17.0,24.0,51.0,53.0,90.0,1011.0,314.0,89.0,3.0
182.0,Willie De Klerk,South Africa,2210.0,584.0,209.0,236.0,121.0,57.0,40.0,17.0,24.0,207.0,53.0,142.0,329.0,99.0,89.0,3.0
183.0,Ryan Rees,South Africa,2213.0,669.0,294.0,242.0,158.0,57.0,40.0,17.0,24.0,306.0,53.0,168.0,52.0,41.0,89.0,3.0
184.0,Jaimin Dave,Kenya,2219.0,197.0,270.0,325.0,158.0,57.0,40.0,17.0,24.0,367.0,53.0,168.0,189.0,262.0,89.0,3.0
185.0,Dylan Dulthummon,Mauritius,2227.0,188.0,317.0,269.0,158.0,57.0,40.0,17.0,24.0,116.0,53.0,168.0,414.0,314.0,89.0,3.0
186.0,Kaylin Reddy,South Africa,2244.0,343.0,340.0,189.0,158.0,57.0,40.0,17.0,24.0,202.0,53.0,168.0,247.0,314.0,89.0,3.0
187.0,Ahmad Ayman,Egypt,2252.0,68.0,230.0,43.0,158.0,21.0,11.0,17.0,24.0,42.0,53.0,168.0,1011.0,314.0,89.0,3.0
188.0,Dumisani Moyo,South Africa,2256.0,377.0,392.0,199.0,158.0,57.0,40.0,17.0,24.0,359.0,53.0,168.0,141.0,179.0,89.0,3.0
189.0,Nicholas Jared Ponnen,South Africa,2260.0,257.0,283.0,77.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,259.0,314.0,89.0,3.0
190.0,Timothy Fon Sing,Mauritius,2262.0,116.0,76.0,58.0,158.0,57.0,40.0,17.0,24.0,78.0,53.0,168.0,1011.0,314.0,89.0,3.0
191.0,Mohamed Islam Lakhdari,Algeria,2266.0,276.0,214.0,385.0,158.0,57.0,40.0,17.0,24.0,263.0,53.0,168.0,205.0,314.0,89.0,3.0
192.0,Gerrie van Staden,South Africa,2282.0,657.0,276.0,276.0,116.0,57.0,40.0,17.0,24.0,179.0,53.0,168.0,223.0,110.0,83.0,3.0
193.0,Shannon Manning,South Africa,2286.0,107.0,181.0,252.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,362.0,314.0,89.0,3.0
194.0,Bayden Boesak,South Africa,2287.0,359.0,374.0,210.0,158.0,57.0,40.0,17.0,24.0,219.0,53.0,168.0,451.0,118.0,36.0,3.0
195.0,Mohamed Aziz Alaya,Tunisia,2293.0,613.0,149.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,99.0,19.0,126.0,89.0,3.0
196.0,Zaakir Essack,South Africa,2307.0,393.0,190.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,89.0,225.0,123.0,89.0,3.0
197.0,Omar Ismail,Egypt,2327.0,281.0,174.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,103.0,314.0,89.0,3.0
198.0,Fitiavana Sylvestre Rabevohitra,Madagascar,2330.0,109.0,80.0,133.0,158.0,57.0,40.0,17.0,24.0,74.0,53.0,168.0,1011.0,314.0,89.0,3.0
199.0,Tafitasoa Livah Nomenjanahary,Madagascar,2341.0,139.0,163.0,82.0,158.0,57.0,40.0,17.0,24.0,23.0,53.0,168.0,1011.0,314.0,89.0,3.0
200.0,William Mouton,South Africa,2342.0,451.0,249.0,385.0,158.0,57.0,40.0,17.0,24.0,206.0,53.0,168.0,128.0,314.0,89.0,3.0
200.0,Mehdi Zinelabidine,Tunisia,2342.0,397.0,191.0,385.0,158.0,57.0,40.0,17.0,24.0,194.0,53.0,168.0,252.0,314.0,89.0,3.0
202.0,Karina Dheda,South Africa,2354.0,481.0,415.0,319.0,158.0,57.0,40.0,17.0,24.0,332.0,53.0,109.0,64.0,193.0,89.0,3.0
203.0,Ramy Magdy Helmy,Egypt,2359.0,78.0,395.0,116.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,386.0,314.0,89.0,3.0
204.0,Ravo Pascal Randrianantoanina,Madagascar,2363.0,214.0,169.0,37.0,54.0,57.0,40.0,17.0,24.0,113.0,53.0,168.0,1011.0,314.0,89.0,3.0
205.0,Mesmoudi Abderrahmane,Algeria,2367.0,383.0,233.0,385.0,158.0,57.0,40.0,17.0,24.0,270.0,53.0,168.0,173.0,314.0,89.0,3.0
205.0,Jayden van Zuydam,South Africa,2367.0,244.0,132.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,222.0,314.0,89.0,3.0
205.0,Jacobus Philip Haupt,South Africa,2367.0,92.0,284.0,107.0,71.0,57.0,40.0,17.0,24.0,37.0,53.0,168.0,1011.0,314.0,89.0,3.0
208.0,Mahmoud Antar,Egypt,2370.0,512.0,103.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,238.0,62.0,89.0,3.0
209.0,Johan van Wyk,South Africa,2375.0,220.0,233.0,385.0,158.0,57.0,40.0,17.0,24.0,249.0,53.0,168.0,395.0,284.0,89.0,3.0
210.0,Donovan Pretorius,South Africa,2378.0,187.0,151.0,150.0,158.0,57.0,40.0,17.0,24.0,125.0,53.0,168.0,842.0,314.0,89.0,3.0
211.0,Hridhay Somera,South Africa,2380.0,588.0,119.0,343.0,158.0,57.0,40.0,17.0,24.0,352.0,53.0,152.0,300.0,85.0,89.0,3.0
212.0,Manantsoa Micky Marc Monjitiana,Madagascar,2385.0,136.0,263.0,42.0,74.0,57.0,40.0,17.0,24.0,94.0,53.0,168.0,1011.0,314.0,89.0,3.0
212.0,Josua du Raan,South Africa,2385.0,370.0,219.0,228.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,70.0,403.0,193.0,89.0,3.0
214.0,Matthew Hill,South Africa,2392.0,375.0,130.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,118.0,314.0,89.0,3.0
215.0,Sakina Belakbir,Morocco,2398.0,346.0,248.0,198.0,158.0,57.0,40.0,17.0,24.0,241.0,53.0,168.0,442.0,314.0,89.0,3.0
216.0,Noah Zechariah Martin,South Africa,2405.0,377.0,142.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,117.0,314.0,89.0,3.0
217.0,Luke Maritz,South Africa,2411.0,407.0,325.0,385.0,158.0,57.0,40.0,17.0,24.0,310.0,53.0,168.0,61.0,314.0,89.0,3.0
218.0,Soufiane Lakhlifi,Morocco,2422.0,320.0,516.0,385.0,158.0,57.0,40.0,17.0,24.0,196.0,53.0,168.0,82.0,314.0,89.0,3.0
219.0,Richard Hohls,South Africa,2428.0,302.0,297.0,164.0,158.0,57.0,40.0,17.0,24.0,363.0,53.0,107.0,612.0,142.0,89.0,3.0
220.0,Zian Angelo Lee,South Africa,2433.0,552.0,230.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,77.0,119.0,89.0,3.0
221.0,Trystan Swardt,South Africa,2436.0,486.0,230.0,385.0,158.0,57.0,40.0,17.0,24.0,264.0,53.0,168.0,201.0,261.0,89.0,3.0
221.0,Youssef Elnawawi,Egypt,2436.0,489.0,109.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,69.0,314.0,89.0,3.0
223.0,Dewald Swanevelder,South Africa,2442.0,252.0,155.0,385.0,117.0,57.0,40.0,17.0,24.0,250.0,53.0,126.0,560.0,314.0,89.0,3.0
224.0,Lucian Erasmus,South Africa,2450.0,122.0,602.0,137.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,363.0,156.0,89.0,3.0
225.0,Benjamin Orthner,Ghana,2457.0,273.0,367.0,96.0,158.0,57.0,40.0,17.0,24.0,167.0,53.0,168.0,795.0,150.0,89.0,3.0
226.0,Marouane El Qoraychi,Morocco,2469.0,534.0,317.0,289.0,158.0,57.0,40.0,17.0,24.0,158.0,53.0,168.0,248.0,314.0,89.0,3.0
227.0,Kelan Hemraj,South Africa,2473.0,560.0,288.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,101.0,69.0,89.0,3.0
228.0,Juan Christian Marais,South Africa,2481.0,415.0,196.0,385.0,158.0,57.0,40.0,17.0,24.0,335.0,53.0,168.0,227.0,314.0,89.0,3.0
229.0,Liron Horowitz,South Africa,2482.0,232.0,84.0,296.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,486.0,314.0,89.0,3.0
229.0,Callan Wesson,South Africa,2482.0,505.0,327.0,385.0,158.0,57.0,40.0,17.0,24.0,330.0,53.0,168.0,12.0,314.0,89.0,3.0
231.0,David Oluwateniayomi Koleola,Nigeria,2485.0,505.0,258.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,106.0,161.0,89.0,3.0
232.0,Jack du Plessis,South Africa,2491.0,686.0,340.0,250.0,158.0,57.0,40.0,17.0,24.0,325.0,53.0,168.0,138.0,143.0,89.0,3.0
233.0,Alexander Rhoda-Herdien,South Africa,2495.0,347.0,360.0,268.0,158.0,57.0,40.0,17.0,24.0,208.0,53.0,168.0,538.0,165.0,89.0,3.0
234.0,Shaiv Ramdhani,South Africa,2496.0,536.0,143.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,207.0,155.0,89.0,3.0
235.0,Jordan Baptista,South Africa,2502.0,294.0,240.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,199.0,314.0,89.0,3.0
236.0,Wajdi Omrani,Tunisia,2507.0,461.0,406.0,168.0,158.0,57.0,40.0,17.0,24.0,231.0,53.0,168.0,318.0,314.0,89.0,3.0
237.0,Jesse Benya Barnarde,South Africa,2516.0,471.0,196.0,225.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,461.0,93.0,89.0,3.0
238.0,Karan Jeevan,South Africa,2526.0,389.0,172.0,212.0,158.0,57.0,40.0,17.0,24.0,279.0,53.0,168.0,551.0,314.0,89.0,3.0
239.0,Philip Iwan Botha,South Africa,2527.0,268.0,276.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,214.0,314.0,89.0,3.0
240.0,Muhammad Sahil Hendricks,South Africa,2550.0,247.0,215.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,319.0,314.0,89.0,3.0
241.0,Ryan Gibbon,South Africa,2553.0,433.0,259.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,48.0,212.0,314.0,89.0,3.0
242.0,Bekoto Ranarison,Madagascar,2559.0,66.0,363.0,131.0,158.0,57.0,40.0,17.0,24.0,65.0,53.0,168.0,1011.0,314.0,89.0,3.0
243.0,Khongelani Masumbe,South Africa,2569.0,325.0,306.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,169.0,314.0,89.0,3.0
244.0,Abdullah Muataz,Egypt,2574.0,292.0,392.0,385.0,158.0,57.0,40.0,17.0,24.0,189.0,53.0,168.0,440.0,267.0,89.0,3.0
245.0,Mohamed Elsayed Ali,Egypt,2578.0,216.0,371.0,385.0,158.0,57.0,40.0,17.0,24.0,275.0,53.0,168.0,408.0,314.0,89.0,3.0
246.0,Belal Ahmed,Egypt,2580.0,368.0,311.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,132.0,314.0,89.0,3.0
247.0,Hayat Farah Benantar,Algeria,2581.0,223.0,193.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,396.0,314.0,89.0,3.0
248.0,Radwan Boucetta,Algeria,2583.0,51.0,113.0,24.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
249.0,Ahmed Yacine Bouferroum,Algeria,2584.0,419.0,245.0,300.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,236.0,314.0,89.0,3.0
250.0,Omar Ahmad Muhammad Gad,Egypt,2590.0,200.0,261.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,360.0,314.0,89.0,3.0
251.0,Chris Groenewald,South Africa,2597.0,366.0,517.0,190.0,104.0,57.0,40.0,17.0,24.0,230.0,53.0,93.0,551.0,263.0,89.0,3.0
252.0,Michael Beukman,South Africa,2599.0,300.0,353.0,385.0,112.0,57.0,40.0,17.0,24.0,362.0,53.0,168.0,322.0,314.0,89.0,3.0
253.0,Ismaeel Randeree,South Africa,2606.0,341.0,241.0,282.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,358.0,314.0,89.0,3.0
254.0,Aiden Wright,South Africa,2613.0,413.0,257.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,174.0,314.0,89.0,3.0
255.0,Juniour Kwashira,Zimbabwe,2615.0,354.0,77.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,458.0,271.0,89.0,3.0
256.0,Uwais Moosa Kalla,South Africa,2620.0,229.0,169.0,125.0,158.0,57.0,40.0,17.0,24.0,163.0,53.0,168.0,1011.0,314.0,89.0,3.0
257.0,Athos Whittington,South Africa,2635.0,575.0,194.0,299.0,158.0,57.0,40.0,17.0,22.0,430.0,53.0,125.0,315.0,258.0,89.0,3.0
258.0,Aya El Hani,Morocco,2644.0,551.0,449.0,249.0,158.0,57.0,40.0,17.0,24.0,371.0,53.0,55.0,214.0,314.0,89.0,3.0
259.0,Wayne Claassen,South Africa,2646.0,477.0,270.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,130.0,314.0,89.0,3.0
260.0,Ryan Bullock,South Africa,2647.0,351.0,280.0,385.0,158.0,57.0,40.0,17.0,24.0,301.0,53.0,168.0,453.0,268.0,89.0,3.0
261.0,Roger Nataniel Issassa dos Santos,Angola,2664.0,103.0,174.0,385.0,158.0,57.0,40.0,17.0,24.0,68.0,53.0,168.0,1011.0,314.0,89.0,3.0
262.0,David Shotter,South Africa,2668.0,400.0,395.0,183.0,89.0,57.0,40.0,17.0,24.0,289.0,53.0,168.0,547.0,314.0,89.0,3.0
263.0,Omar Morsy,Egypt,2671.0,269.0,227.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,406.0,314.0,89.0,3.0
264.0,Sur Shah,Kenya,2675.0,246.0,215.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,445.0,314.0,89.0,3.0
265.0,Joshua David le Roux,South Africa,2676.0,713.0,206.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,60.0,242.0,89.0,3.0
266.0,Estian Blignaut,South Africa,2681.0,249.0,165.0,385.0,158.0,57.0,40.0,17.0,24.0,244.0,53.0,168.0,1011.0,18.0,89.0,3.0
266.0,Joseph Rabinowitz,South Africa,2681.0,788.0,301.0,187.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,221.0,114.0,89.0,3.0
268.0,Omar Ghanem,Egypt,2691.0,130.0,121.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,671.0,314.0,89.0,3.0
269.0,Sihle Samukelo Dlamini,South Africa,2692.0,681.0,561.0,385.0,158.0,57.0,40.0,17.0,24.0,269.0,53.0,168.0,148.0,39.0,89.0,3.0
270.0,Dacine Grazza,Algeria,2695.0,676.0,351.0,385.0,158.0,57.0,40.0,17.0,24.0,224.0,53.0,168.0,136.0,314.0,89.0,3.0
271.0,Mahmoud Salah El Deberky,Egypt,2702.0,736.0,430.0,385.0,158.0,55.0,40.0,17.0,24.0,313.0,53.0,168.0,37.0,225.0,58.0,3.0
272.0,Mahefa Sandratra Rabarisoa,Madagascar,2704.0,112.0,415.0,219.0,113.0,57.0,40.0,17.0,24.0,69.0,53.0,168.0,1011.0,314.0,89.0,3.0
273.0,Stefan Schoeman,South Africa,2706.0,597.0,709.0,385.0,158.0,57.0,40.0,17.0,24.0,226.0,53.0,168.0,42.0,138.0,89.0,3.0
274.0,Carlu van der Merwe,South Africa,2707.0,606.0,221.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,111.0,314.0,89.0,3.0
275.0,Mohamed Hani Shahin,Egypt,2708.0,455.0,205.0,159.0,158.0,57.0,40.0,17.0,24.0,211.0,53.0,168.0,1011.0,58.0,89.0,3.0
276.0,Raphael Gerson,South Africa,2709.0,545.0,281.0,254.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,245.0,314.0,89.0,3.0
277.0,Rohan Rossouw,South Africa,2723.0,295.0,296.0,177.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,571.0,314.0,89.0,3.0
278.0,Caitlin Courie,South Africa,2726.0,172.0,601.0,181.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,388.0,314.0,89.0,3.0
279.0,Ayoub El Atouany,Morocco,2732.0,47.0,196.0,385.0,158.0,57.0,40.0,17.0,24.0,170.0,53.0,168.0,1011.0,314.0,89.0,3.0
280.0,Kai van der Vyver,South Africa,2751.0,573.0,551.0,288.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,97.0,269.0,71.0,89.0,3.0
281.0,Shahil Koovarjee,South Africa,2754.0,404.0,370.0,241.0,120.0,57.0,40.0,17.0,24.0,184.0,53.0,168.0,670.0,314.0,89.0,3.0
282.0,Eli Aufrichtig,South Africa,2758.0,420.0,455.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,367.0,61.0,89.0,3.0
283.0,Kimon Candiotes,South Africa,2759.0,655.0,575.0,302.0,158.0,57.0,40.0,17.0,24.0,405.0,53.0,168.0,64.0,149.0,89.0,3.0
284.0,Chandler Scheurkogel,South Africa,2763.0,218.0,279.0,385.0,158.0,57.0,40.0,17.0,24.0,124.0,53.0,168.0,834.0,314.0,89.0,3.0
284.0,Mahir Ambelal,South Africa,2763.0,315.0,273.0,108.0,106.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,743.0,306.0,89.0,3.0
286.0,Ryan Clark-Miller,South Africa,2770.0,58.0,108.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,835.0,314.0,89.0,3.0
287.0,Christian van Heerden,South Africa,2771.0,954.0,410.0,264.0,158.0,57.0,40.0,17.0,24.0,303.0,53.0,168.0,167.0,64.0,89.0,3.0
288.0,Husin Khlif,Tunisia,2772.0,250.0,450.0,169.0,78.0,57.0,40.0,17.0,24.0,139.0,53.0,95.0,1005.0,314.0,78.0,3.0
289.0,Justin Lantomalala,Madagascar,2773.0,156.0,162.0,385.0,158.0,57.0,40.0,17.0,24.0,136.0,53.0,168.0,1011.0,314.0,89.0,3.0
290.0,Valisoa Tiavina Léonard Razafindrainibe,Madagascar,2777.0,70.0,355.0,385.0,158.0,57.0,40.0,17.0,24.0,33.0,53.0,168.0,1011.0,314.0,89.0,3.0
291.0,Luca Frigyik,South Africa,2781.0,149.0,146.0,91.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
292.0,Ibrahim Ammar,Tunisia,2786.0,499.0,363.0,61.0,51.0,57.0,40.0,17.0,24.0,163.0,53.0,41.0,1011.0,314.0,89.0,3.0
293.0,Hussein Gaafar,Egypt,2790.0,432.0,345.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,466.0,92.0,89.0,3.0
294.0,Ibrahim Ossama Elhadi,Egypt,2792.0,88.0,186.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,52.0,89.0,3.0
294.0,Youcef Kouadria,Algeria,2792.0,162.0,291.0,193.0,158.0,57.0,40.0,17.0,24.0,212.0,53.0,168.0,1011.0,314.0,89.0,3.0
296.0,Leith Guelmami,Tunisia,2797.0,464.0,659.0,385.0,158.0,57.0,40.0,15.0,24.0,333.0,53.0,168.0,35.0,314.0,89.0,3.0
297.0,Khaled Bazizi,Algeria,2800.0,445.0,612.0,385.0,158.0,57.0,40.0,17.0,24.0,235.0,53.0,168.0,200.0,314.0,89.0,3.0
298.0,Zaffery Hammond-Aryee,Ghana,2802.0,733.0,338.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,243.0,67.0,55.0,3.0
299.0,Adithya Logan Chellan,South Africa,2819.0,479.0,308.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,263.0,314.0,89.0,3.0
299.0,Jordan North,South Africa,2819.0,332.0,98.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,620.0,314.0,89.0,3.0
301.0,Antsa Razafimpahanana,Madagascar,2822.0,186.0,159.0,135.0,105.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
302.0,Jean Watson,South Africa,2826.0,369.0,154.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,534.0,314.0,89.0,3.0
303.0,Anthony Majiedt,South Africa,2833.0,209.0,46.0,385.0,158.0,57.0,40.0,17.0,24.0,259.0,53.0,168.0,1011.0,314.0,89.0,3.0
304.0,Dean Taylor,South Africa,2837.0,437.0,403.0,201.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,412.0,314.0,89.0,3.0
304.0,Ismail Yacoubi,Morocco,2837.0,345.0,415.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,308.0,314.0,89.0,3.0
306.0,Jamie Byres,South Africa,2842.0,507.0,487.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,337.0,84.0,61.0,3.0
307.0,Anas Hany,Egypt,2846.0,441.0,378.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,258.0,314.0,89.0,3.0
308.0,Thammy Ndlovu,South Africa,2853.0,632.0,432.0,303.0,158.0,57.0,40.0,17.0,24.0,287.0,53.0,168.0,276.0,314.0,89.0,3.0
309.0,Ahmed Heni,Tunisia,2854.0,677.0,453.0,385.0,158.0,57.0,40.0,17.0,24.0,267.0,53.0,168.0,310.0,153.0,89.0,3.0
310.0,Melek Sebri,Tunisia,2861.0,620.0,223.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,59.0,470.0,202.0,89.0,3.0
311.0,Naly Rakotondrambahy,Madagascar,2863.0,434.0,209.0,113.0,158.0,57.0,40.0,17.0,24.0,173.0,53.0,168.0,1011.0,314.0,89.0,3.0
312.0,Thorne Hamer,South Africa,2868.0,510.0,157.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,432.0,314.0,89.0,3.0
312.0,Jean-Louis Coetzee,South Africa,2868.0,618.0,374.0,261.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,231.0,314.0,89.0,3.0
312.0,Xavier Fajemisin,South Africa,2868.0,228.0,358.0,222.0,158.0,57.0,40.0,17.0,24.0,126.0,53.0,168.0,1011.0,314.0,89.0,3.0
315.0,Zander Hanekom,South Africa,2871.0,597.0,469.0,283.0,158.0,57.0,40.0,17.0,24.0,309.0,53.0,167.0,401.0,204.0,89.0,3.0
316.0,Albert Potgieter,South Africa,2873.0,194.0,132.0,152.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
317.0,Adam Lutfi,Egypt,2878.0,449.0,365.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,344.0,265.0,89.0,3.0
318.0,Tolotsoa Joanah Lalarijaona,Madagascar,2883.0,192.0,213.0,83.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
318.0,Muzi Dlamini,South Africa,2883.0,663.0,344.0,385.0,158.0,57.0,40.0,17.0,24.0,413.0,53.0,168.0,278.0,191.0,89.0,3.0
320.0,Douglas McKeown,South Africa,2886.0,502.0,521.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,94.0,314.0,89.0,3.0
321.0,Almie Pretorius,South Africa,2890.0,332.0,476.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,499.0,128.0,89.0,3.0
322.0,Vivaldo Cristóvão Roque,Angola,2891.0,212.0,251.0,385.0,158.0,57.0,40.0,17.0,24.0,109.0,53.0,168.0,1011.0,314.0,89.0,3.0
323.0,Johnny Mark Nassef,Egypt,2894.0,548.0,273.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,304.0,314.0,89.0,3.0
324.0,Ali Ahmed Gamal,Egypt,2897.0,657.0,186.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,285.0,314.0,89.0,3.0
325.0,Madubuko Felix,Nigeria,2903.0,57.0,457.0,385.0,158.0,57.0,40.0,17.0,24.0,70.0,53.0,168.0,1011.0,314.0,89.0,3.0
326.0,Joshua Beckley,South Africa,2904.0,764.0,194.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,177.0,314.0,89.0,3.0
