Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
1683.0,Kai Busken,South Africa,5828.0,1687.0,1403.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,969.0,314.0,89.0,3.0
1684.0,Farah Briki,Tunisia,5831.0,1348.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1685.0,Ivwurie Oghenerukevwe Daniel,Nigeria,5836.0,1353.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1685.0,Ridwaan Ahmed,South Africa,5836.0,1353.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1687.0,Michael Snibbe,South Africa,5838.0,1355.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1688.0,Jason de Kock,South Africa,5839.0,1356.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1688.0,Jonah Lustig,South Africa,5839.0,1863.0,1196.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1690.0,Akwukwaegbu Justyn,Nigeria,5841.0,1358.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1691.0,Christopher Eden Rovison,Madagascar,5843.0,1837.0,1226.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1692.0,Michael Pincus,South Africa,5845.0,1362.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1693.0,Damien Hattingh,South Africa,5846.0,1815.0,1251.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1693.0,Mouhamed Rami Ben Moussa,Tunisia,5846.0,1632.0,1434.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1695.0,Rameez Abdool,South Africa,5848.0,1365.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1696.0,Louai Djafar,Algeria,5849.0,1760.0,1309.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1696.0,Steven Crocker,South Africa,5849.0,1800.0,1269.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1696.0,Abdou-Aubeida Karek,Algeria,5849.0,1676.0,1393.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1699.0,Luca Clark,South Africa,5850.0,1901.0,1381.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,799.0,314.0,89.0,3.0
1699.0,Omar Aladl Alsayed Ahmed,Egypt,5850.0,1775.0,1295.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1701.0,Zermane Abdellah Hocine,Algeria,5852.0,1369.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1702.0,Mohammed Abdelsalam Farouk Ragab,Egypt,5855.0,1372.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1703.0,Amaara Gamieldien,South Africa,5856.0,1793.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,591.0,314.0,89.0,3.0
1704.0,Zayd Motara,South Africa,5859.0,1376.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1705.0,Amine Lemmou,Algeria,5863.0,1515.0,1615.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,964.0,314.0,89.0,3.0
1706.0,Adeniji Ayomikun,Nigeria,5867.0,1384.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1707.0,Zayan Kaka,South Africa,5868.0,1737.0,1351.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1708.0,Malcolm Lutuima Simosa Neto,Angola,5869.0,1386.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1709.0,Anis Kerkeni,Tunisia,5872.0,2083.0,1663.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,418.0,253.0,89.0,3.0
1710.0,Mohamed El Amine Rebadj,Algeria,5874.0,1391.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1711.0,Amaan Nadvi,South Africa,5875.0,2179.0,916.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1712.0,Cael van Zweel,South Africa,5876.0,1951.0,1206.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,950.0,314.0,89.0,3.0
1713.0,Oyelude Favour,Nigeria,5877.0,1394.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1714.0,Muaadh Muhammed Patel,South Africa,5878.0,1923.0,1359.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,827.0,314.0,89.0,3.0
1714.0,Elijah Sherman,South Africa,5878.0,1874.0,1224.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1716.0,Jared Stewart,South Africa,5879.0,1966.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,410.0,53.0,168.0,492.0,314.0,89.0,3.0
1716.0,Shane van Heerden,South Africa,5879.0,1396.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1718.0,Iheb Ghanmi,Tunisia,5880.0,1829.0,1500.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,782.0,314.0,89.0,3.0
1719.0,Padraig Janse van Rensburg,South Africa,5881.0,1398.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1720.0,Asher Gray,South Africa,5882.0,1399.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1721.0,Abderrahmane Baghli,Algeria,5883.0,1400.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1721.0,MJ Nienkenpeer,South Africa,5883.0,2019.0,1203.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,892.0,314.0,89.0,3.0
1721.0,Rui Verona Issassa dos Santos,Angola,5883.0,1823.0,1280.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1724.0,Yassin Ahmed,Egypt,5884.0,1714.0,1390.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1725.0,Adam Cleworth,South Africa,5885.0,1402.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1726.0,Calvin Esau,Mauritius,5888.0,1405.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1726.0,Mucoki Waweru,Kenya,5888.0,1604.0,1504.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1726.0,Harel Shnaps,South Africa,5888.0,1940.0,1168.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1726.0,Kelvin Buckley-Fawcett,South Africa,5888.0,1405.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1730.0,Seth Joseph Padachi,South Africa,5889.0,1486.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,931.0,314.0,89.0,3.0
1731.0,Johan Koekemoer,South Africa,5890.0,1665.0,1445.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1731.0,Cobus Kotze,South Africa,5890.0,1407.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1733.0,Jack Walker,South Africa,5892.0,1409.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1734.0,Elijah Usih,Nigeria,5896.0,1413.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1735.0,Niaro Mahery Andriamalala,Madagascar,5898.0,2854.0,264.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1736.0,Josiah Grobler,South Africa,5899.0,2028.0,1091.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1736.0,Aleyeldin Ahmed,Egypt,5899.0,1416.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1738.0,Megan Jacobs,South Africa,5900.0,1914.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,514.0,314.0,89.0,3.0
1739.0,Joshua Kayle,South Africa,5901.0,2047.0,1074.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1740.0,Victor Olaniyan Anuoluwapo,Nigeria,5902.0,1419.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1740.0,Dylan Lister,South Africa,5902.0,1817.0,1305.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1742.0,Nassir Mohamed Lagraa,Algeria,5903.0,1420.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1743.0,Babatope Oluwadunsin,Nigeria,5904.0,1421.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1744.0,Tayeb El Ouadrassi Tlidi,Morocco,5906.0,1423.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1745.0,Albert Nel,South Africa,5910.0,1427.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1746.0,Kai Valentino Whitehead,South Africa,5912.0,2032.0,1100.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1747.0,Sebastian Bester,South Africa,5913.0,1747.0,1402.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,298.0,89.0,3.0
1748.0,Zac Pillay,South Africa,5914.0,1431.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1748.0,Tyler Harvey,South Africa,5914.0,2040.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,402.0,314.0,89.0,3.0
1750.0,Kevan Chinapul,Mauritius,5916.0,1433.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1750.0,Wissam Lemmou,Algeria,5916.0,1810.0,1326.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1752.0,Hanaan Williams,South Africa,5918.0,1837.0,1301.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1753.0,Hayder Fadhel,Tunisia,5919.0,2081.0,1058.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1754.0,Ivan Kovatchev,South Africa,5920.0,1437.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1755.0,Tafita Delloue Ralaimiharintsoa,Madagascar,5924.0,1441.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1756.0,Johan de Lange,South Africa,5925.0,2854.0,716.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,586.0,314.0,89.0,3.0
1757.0,Luca van Loggerenberg,South Africa,5926.0,1924.0,1222.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1758.0,Zander De Groote,South Africa,5929.0,1777.0,1372.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1758.0,Luquene de Jesus Francisco,Angola,5929.0,1446.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1760.0,Rofaida Maria Korba,Algeria,5931.0,1646.0,1505.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1761.0,Saad Sebaihi,Algeria,5933.0,1450.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1762.0,Aditya Mewadhari,South Africa,5935.0,1624.0,1531.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1763.0,Rosa Sadaoui,Algeria,5936.0,1882.0,1274.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1763.0,Aryan S. Khalsa,Kenya,5936.0,1529.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,935.0,314.0,89.0,3.0
1765.0,Christiaan Mostert,South Africa,5937.0,1454.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1766.0,Conor Kelly,South Africa,5938.0,2108.0,1401.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,660.0,314.0,89.0,3.0
1767.0,Ahmad Khan,South Africa,5941.0,1458.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1768.0,Fortune Adekogbe,Nigeria,5944.0,1461.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1769.0,Brandon Wright,South Africa,5946.0,1798.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,676.0,314.0,89.0,3.0
1770.0,Noruwa Joshua,Nigeria,5948.0,1465.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1771.0,Armin Steenkamp,South Africa,5949.0,1466.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1772.0,Akshar Gobind,South Africa,5951.0,1468.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1773.0,Ali Boughrara,Tunisia,5952.0,2307.0,1322.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,554.0,314.0,89.0,3.0
1773.0,Mohamed Anis Charef,Algeria,5952.0,1600.0,1572.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1775.0,Mohamed Adnene Bribech,Tunisia,5953.0,1470.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1775.0,Christopher Gatfield,South Africa,5953.0,2056.0,1117.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1775.0,Waddaa Hany Gamal Mahmoud Sharaf,Egypt,5953.0,1953.0,1220.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1778.0,Adam Abbes,Tunisia,5954.0,1774.0,1400.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1779.0,Nelius van der Merwe,South Africa,5955.0,1472.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1780.0,Youssef Ouassil,Morocco,5956.0,1967.0,1411.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,838.0,285.0,89.0,3.0
1781.0,Okondu Oliseh,Nigeria,5957.0,1474.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1781.0,Muaaz Khan,South Africa,5957.0,1474.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1783.0,Kellan David Swanepoel,South Africa,5958.0,2011.0,1235.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,943.0,314.0,89.0,3.0
1784.0,Levi Jordan Simeon,South Africa,5959.0,1531.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,956.0,314.0,89.0,3.0
1785.0,Luke Hartmann,South Africa,5970.0,1487.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1786.0,Reda El Messaoudi,Morocco,5972.0,1489.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1786.0,Tahar Bachir Charbi,Algeria,5972.0,2153.0,1039.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1786.0,Aseel Elsayed Abd Elfattah,Egypt,5972.0,2026.0,1166.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1789.0,Matthew Warren Cameron,South Africa,5974.0,1491.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1790.0,Youssef Boussarsar,Tunisia,5975.0,2482.0,1508.0,238.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,148.0,383.0,314.0,89.0,3.0
1791.0,Onisile Ayomide,Nigeria,5978.0,1495.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1792.0,Jayden Newey,South Africa,5979.0,2164.0,1397.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,649.0,314.0,89.0,3.0
1793.0,Azraa Ameer,South Africa,5980.0,1497.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1794.0,Luke Chambers,South Africa,5982.0,1917.0,1285.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1794.0,Rym Arezki,Algeria,5982.0,1788.0,1414.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1796.0,Michael Rosin,South Africa,5984.0,1898.0,1306.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1797.0,Smret Abraham,Eritrea,5985.0,1502.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1797.0,Alexander James Davies,South Africa,5985.0,1502.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1797.0,Shaza Ahmed,Egypt,5985.0,1932.0,1273.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1800.0,Amafonye Favour Onyedika,Nigeria,5989.0,1506.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1800.0,Ayedin Jeffery Wilkins,South Africa,5989.0,2232.0,1021.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,967.0,314.0,89.0,3.0
1802.0,Reguia Salim,Tunisia,5990.0,1773.0,1437.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1802.0,Alexandre Hariseheno,Madagascar,5990.0,1507.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1804.0,Nesrine Hadjer Igoudjil,Algeria,5995.0,2004.0,1333.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,889.0,314.0,89.0,3.0
1804.0,Miguel Yoofi Asmah,Ghana,5995.0,1512.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1804.0,Calais Venter,South Africa,5995.0,1994.0,1221.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1807.0,Iness Laour,Algeria,5996.0,1513.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1807.0,Christo Meintjies,South Africa,5996.0,1513.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1809.0,Wathek Belleh Lachheb,Tunisia,5999.0,1899.0,1320.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1809.0,Matthew Short,South Africa,5999.0,1897.0,1322.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1809.0,Saged Khaled Khalaf Fathelbab,Egypt,5999.0,1516.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1812.0,Christiaan Pretorius,South Africa,6002.0,1819.0,1415.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,156.0,1011.0,314.0,89.0,3.0
1813.0,Colin Bissett,South Africa,6004.0,1860.0,1364.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1814.0,Paige Milligan,South Africa,6005.0,1522.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1814.0,Jean Serfontein,South Africa,6005.0,2018.0,1207.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1814.0,Janlu Hendrik van Heerden,South Africa,6005.0,1820.0,1405.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1817.0,Zaid Kajee,South Africa,6007.0,1725.0,1502.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1818.0,Adam Christopher Rebeiro,Kenya,6008.0,2065.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,471.0,314.0,89.0,3.0
1819.0,Hein Ver Loren van Themaat,South Africa,6011.0,1528.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1819.0,Tiaan Claassens,South Africa,6011.0,1852.0,1380.0,385.0,158.0,57.0,40.0,17.0,24.0,460.0,53.0,168.0,1011.0,314.0,89.0,3.0
1821.0,Alex Welte,South Africa,6012.0,1793.0,1439.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1822.0,Thrishen Govender,South Africa,6016.0,1957.0,1279.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1822.0,Omar Sghaeir,Tunisia,6016.0,1915.0,1570.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,762.0,314.0,89.0,3.0
1822.0,Akobundu Peace Ebubechukwu,Nigeria,6016.0,1533.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1825.0,Kevin Ashraf Ezzat,Egypt,6018.0,1535.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1826.0,Ruby Gathoni Ngunjiri,Kenya,6019.0,1859.0,1449.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,942.0,314.0,89.0,3.0
1826.0,Owais Rawat,South Africa,6019.0,1536.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1826.0,Michal Kita,South Africa,6019.0,2206.0,1033.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1829.0,Leathon Kai Minnaar,South Africa,6020.0,1717.0,1523.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1829.0,Salma Mohamed Ahmed Elsaiad,Egypt,6020.0,2005.0,1235.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1831.0,Folorunsho Alli,Nigeria,6023.0,1540.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1832.0,Allan Gibbon,South Africa,6024.0,1541.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1833.0,Preyan Naidu,South Africa,6026.0,1543.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1833.0,Harry R. Barnard,South Africa,6026.0,1743.0,1503.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1835.0,Abdelrahman Mohamed Abdelrahman,Egypt,6027.0,1544.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1835.0,Avnish Sooreea,Mauritius,6027.0,1544.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1837.0,Zaakir Nagia,South Africa,6029.0,1546.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
1838.0,Ammar Mahmoud,Egypt,6032.0,1549.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
