Rank,name,Sum,333,222,444,555,666,777,333bf,333oh,clock,minx,pyram,skewb,sq1
379.0,Rajib Shahani,1434.0,344.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
380.0,Ullas Kumar Saha,1435.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,160.0,119.0,30.0
381.0,Ahmed Jainal,1437.0,381.0,263.0,104.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
382.0,Debopam Deb Rohan,1442.0,395.0,291.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,193.0,119.0,30.0
383.0,Mohammad Mashraf Anwar,1445.0,355.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
384.0,Brindarok Chakrabarty,1446.0,367.0,285.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
384.0,Mohammed Rajin Hassan Khan,1446.0,356.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
384.0,Sahida Hossain,1446.0,392.0,287.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,204.0,119.0,30.0
387.0,Syed Arib Ahmed,1447.0,416.0,237.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
388.0,Ahmad Saleh Saifullah,1448.0,358.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
388.0,Tanzeem Haque,1448.0,372.0,282.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
390.0,Khondokar Fardin,1449.0,359.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
391.0,Sukhamoy Saha Kalpa,1450.0,360.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
391.0,Ittesaf Ahmed Khan,1450.0,368.0,288.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
393.0,Adit Fatthan Ashripto,1451.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,176.0,119.0,30.0
393.0,Tahmid Huda,1451.0,361.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
395.0,Mohammad Raquibul Hassan,1456.0,399.0,267.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,227.0,119.0,30.0
396.0,Mohammad Mahmudul Hasan Talha,1459.0,389.0,276.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
396.0,Ahnaf Bin Zaman,1459.0,369.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
398.0,Sahariyar Hossain Ratul,1464.0,374.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
399.0,Abreshmi Al Faria,1465.0,403.0,283.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,216.0,119.0,30.0
400.0,Tashique Fahad Zilani,1466.0,376.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
401.0,Wasifa Musnad Toushita,1468.0,416.0,265.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,112.0,30.0
401.0,Monish Chanda Rudra,1468.0,378.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
403.0,Mohammad Khalif Hossain Talukder,1469.0,379.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
403.0,Noor Jahin Abrar,1469.0,390.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,220.0,119.0,30.0
405.0,Ahmed Yeasin,1470.0,380.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
406.0,Mohammad Riaz,1471.0,384.0,293.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
406.0,Abdur Rahman Fahad,1471.0,416.0,261.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
408.0,Aung Shing Thowai Marma Auronya,1472.0,382.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
409.0,Ziyad Siddik,1473.0,383.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
410.0,Jannatul Ferdous Niloy,1474.0,394.0,286.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
410.0,Ibadah Gulnaz Khan,1474.0,391.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,224.0,119.0,30.0
412.0,Khan Mohammed Ishaq,1476.0,387.0,295.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
412.0,Ruqayyah Bint Islam,1476.0,386.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
414.0,Kazi Anindita Roopkotha,1477.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,202.0,119.0,30.0
415.0,Mantaqa Mansib,1478.0,388.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
416.0,Anahid Ashraf Abid,1483.0,393.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
416.0,Khondaker Tamjid Rahamn,1483.0,416.0,273.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
418.0,Umme Ruman Ruma,1486.0,396.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
418.0,Misbahul Islam Sayad,1486.0,402.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,225.0,119.0,30.0
418.0,Ochinto Arnob,1486.0,408.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,219.0,119.0,30.0
421.0,Izma Farheen,1488.0,404.0,290.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
422.0,Nafees An Noor,1491.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,229.0,106.0,30.0
422.0,Mohammad Riaj Shahed Chowdhury,1491.0,401.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
424.0,Fawwaz Ahmmed,1495.0,405.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
425.0,Mohammed Hossain,1496.0,406.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
426.0,Syed Mustakim Abrar,1497.0,407.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
427.0,Wbaidul Islam Refat,1499.0,409.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
428.0,Nur A. Jannat,1500.0,410.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
429.0,Navid Mansib,1501.0,411.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
430.0,Belal Ahmed,1502.0,412.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
431.0,Abdullah Al Fahim,1503.0,413.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
432.0,Kumar Bishojit Paul,1504.0,414.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
433.0,Isbah Alam,1505.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,230.0,119.0,30.0
433.0,Debanjan Deb Ratul,1505.0,415.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
