Rank,name,Sum,333,222,444,555,666,777,333fm,333oh,clock,minx,pyram,skewb,sq1
391.0,Ajisa Sanjel,1012.0,396.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,120.0,70.0,21.0
391.0,Subham Chapagai,1012.0,381.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
393.0,Sushant Khadka,1013.0,382.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
394.0,Kapali Raj Nikhil,1014.0,383.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
395.0,Riyaj Sapkota,1015.0,415.0,161.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,127.0,70.0,21.0
395.0,Shamsher Ghising Tamang,1015.0,384.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
397.0,Dhabin Pun,1016.0,385.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
398.0,Prashant Das,1018.0,387.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
398.0,Bikalpa Acharya,1018.0,387.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
400.0,Anuj Poudel,1020.0,389.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
401.0,Kushal Kunwar,1021.0,390.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
402.0,Byapak Karmacharya,1022.0,391.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
403.0,Shephalika Dhakal,1023.0,392.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
404.0,Grishma Dahal,1024.0,393.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
405.0,Alina Kasula,1025.0,394.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
406.0,Samyak Luitel,1026.0,395.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
406.0,Santosh Chhetri,1026.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,72.0,9.0,18.0,135.0,70.0,21.0
408.0,Rahul Neupane,1028.0,397.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
409.0,Kunjara Dulal,1029.0,398.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
410.0,Jiya Khwaunju,1030.0,399.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
411.0,Bipin Timilsina,1031.0,400.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
412.0,Bishesh Poudel,1032.0,415.0,170.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
412.0,Gyabryal Shrestha,1032.0,401.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
414.0,Suraj Chaurasiya,1033.0,402.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
415.0,Rishab Shrestha,1034.0,403.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
416.0,Jeevan Bhatta,1035.0,404.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
417.0,Aaditya Timalsina,1036.0,405.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
418.0,Sachin Metha,1037.0,406.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
419.0,Dikshyant Singh Thapa,1038.0,407.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
420.0,Binita Acharya Lamsal,1039.0,408.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
420.0,Ranjan KC,1039.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,128.0,70.0,21.0
422.0,Swastika KC,1040.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,129.0,70.0,21.0
422.0,Jenish Maharjan,1040.0,409.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
424.0,Nira Roka Magar,1041.0,410.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
425.0,Aarjawl Dhakal,1042.0,411.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
425.0,Aadarsh Regmi,1042.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,131.0,70.0,21.0
427.0,Ronak Gupta,1043.0,412.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
427.0,Simrena Maharjan,1043.0,415.0,181.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
429.0,Ashraya Joshi,1044.0,413.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
430.0,Aditi Subedi,1045.0,414.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
430.0,Aabhushan Shrestha,1045.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,134.0,70.0,21.0
