Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
94.0,Ricco Visser,1221.0,272.0,200.0,135.0,85.0,38.0,32.0,11.0,19.0,133.0,40.0,65.0,71.0,55.0,62.0,3.0
95.0,Casey Milos,1229.0,48.0,99.0,36.0,27.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,266.0,194.0,63.0,3.0
96.0,Cullen Milne,1238.0,66.0,275.0,106.0,103.0,38.0,32.0,11.0,19.0,47.0,33.0,115.0,208.0,129.0,53.0,3.0
97.0,Terushan Moodley,1243.0,59.0,44.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,93.0,155.0,63.0,3.0
98.0,Chrisjan Dirk Genis,1254.0,76.0,60.0,230.0,103.0,38.0,32.0,11.0,19.0,87.0,40.0,115.0,166.0,211.0,63.0,3.0
98.0,Praise Boiwa,1254.0,73.0,154.0,82.0,103.0,38.0,32.0,11.0,19.0,74.0,40.0,115.0,236.0,211.0,63.0,3.0
100.0,Nicolaas Willem Louw,1255.0,113.0,28.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,44.0,82.0,211.0,63.0,3.0
101.0,Ryan Rees,1268.0,334.0,173.0,133.0,103.0,38.0,32.0,11.0,19.0,141.0,40.0,115.0,34.0,29.0,63.0,3.0
102.0,Willie De Klerk,1292.0,289.0,126.0,130.0,75.0,38.0,32.0,11.0,19.0,91.0,40.0,95.0,210.0,70.0,63.0,3.0
103.0,Abdul Darries,1302.0,13.0,107.0,230.0,103.0,38.0,32.0,11.0,19.0,120.0,40.0,115.0,197.0,211.0,63.0,3.0
104.0,Troy Shrosbree,1308.0,162.0,74.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,124.0,56.0,63.0,3.0
105.0,Jacques Andre Horne,1312.0,193.0,239.0,128.0,103.0,38.0,32.0,11.0,19.0,117.0,34.0,115.0,153.0,64.0,63.0,3.0
106.0,Jasen Bredenkamp,1315.0,91.0,81.0,111.0,88.0,38.0,32.0,11.0,19.0,93.0,40.0,115.0,319.0,211.0,63.0,3.0
107.0,Samuel Peters,1316.0,74.0,51.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,88.0,211.0,63.0,3.0
108.0,Lethabo Moeti,1318.0,42.0,170.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,3.0,211.0,63.0,3.0
109.0,Logan Woolfson,1337.0,40.0,123.0,56.0,50.0,35.0,32.0,11.0,19.0,149.0,40.0,115.0,390.0,211.0,63.0,3.0
110.0,Johan Venter,1339.0,129.0,106.0,230.0,103.0,38.0,32.0,11.0,19.0,61.0,40.0,115.0,178.0,211.0,63.0,3.0
111.0,Gerrie van Staden,1342.0,329.0,161.0,157.0,71.0,38.0,32.0,11.0,19.0,78.0,40.0,115.0,149.0,79.0,60.0,3.0
111.0,Dumisani Moyo,1342.0,184.0,236.0,107.0,103.0,38.0,32.0,11.0,19.0,170.0,40.0,115.0,94.0,127.0,63.0,3.0
113.0,Kaylie Pretorius,1343.0,99.0,76.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,65.0,211.0,63.0,3.0
114.0,Kaylin Reddy,1354.0,165.0,202.0,101.0,103.0,38.0,32.0,11.0,19.0,88.0,40.0,115.0,163.0,211.0,63.0,3.0
115.0,Zayd Oomar,1361.0,27.0,72.0,37.0,103.0,38.0,32.0,11.0,19.0,8.0,40.0,115.0,582.0,211.0,63.0,3.0
116.0,Bayden Boesak,1364.0,172.0,222.0,114.0,103.0,38.0,32.0,11.0,19.0,96.0,40.0,115.0,286.0,87.0,26.0,3.0
117.0,Nicholas Jared Ponnen,1374.0,125.0,167.0,39.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,170.0,211.0,63.0,3.0
118.0,Zaakir Essack,1386.0,190.0,115.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,61.0,151.0,92.0,63.0,3.0
119.0,Karina Dheda,1389.0,235.0,250.0,184.0,103.0,38.0,32.0,11.0,19.0,156.0,40.0,73.0,45.0,137.0,63.0,3.0
120.0,Hridhay Somera,1398.0,292.0,77.0,200.0,103.0,38.0,32.0,11.0,19.0,165.0,40.0,102.0,192.0,61.0,63.0,3.0
121.0,William Mouton,1405.0,220.0,146.0,230.0,103.0,38.0,32.0,11.0,19.0,90.0,40.0,115.0,84.0,211.0,63.0,3.0
122.0,Shannon Manning,1406.0,49.0,111.0,140.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,233.0,211.0,63.0,3.0
123.0,Josua du Raan,1424.0,179.0,130.0,124.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,47.0,260.0,137.0,63.0,3.0
124.0,Zian Angelo Lee,1434.0,269.0,134.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,51.0,88.0,63.0,3.0
125.0,Luke Maritz,1439.0,197.0,191.0,230.0,103.0,38.0,32.0,11.0,19.0,144.0,40.0,115.0,42.0,211.0,63.0,3.0
126.0,Jacobus Philip Haupt,1440.0,43.0,168.0,54.0,44.0,38.0,32.0,11.0,19.0,17.0,40.0,115.0,582.0,211.0,63.0,3.0
127.0,Richard Hohls,1444.0,145.0,176.0,86.0,103.0,38.0,32.0,11.0,19.0,173.0,40.0,71.0,381.0,103.0,63.0,3.0
128.0,Matthew Hill,1450.0,183.0,85.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,79.0,211.0,63.0,3.0
129.0,Kelan Hemraj,1451.0,276.0,170.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,66.0,47.0,63.0,3.0
130.0,Jack du Plessis,1455.0,344.0,202.0,139.0,103.0,38.0,32.0,11.0,19.0,151.0,40.0,115.0,91.0,104.0,63.0,3.0
130.0,Jayden van Zuydam,1455.0,118.0,86.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,148.0,211.0,63.0,3.0
132.0,Noah Zechariah Martin,1460.0,184.0,95.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,78.0,211.0,63.0,3.0
132.0,Johan van Wyk,1460.0,107.0,136.0,230.0,103.0,38.0,32.0,11.0,19.0,112.0,40.0,115.0,255.0,196.0,63.0,3.0
134.0,Trystan Swardt,1461.0,239.0,134.0,230.0,103.0,38.0,32.0,11.0,19.0,119.0,40.0,115.0,134.0,181.0,63.0,3.0
135.0,Donovan Pretorius,1463.0,89.0,100.0,79.0,103.0,38.0,32.0,11.0,19.0,52.0,40.0,115.0,508.0,211.0,63.0,3.0
136.0,Callan Wesson,1468.0,247.0,193.0,230.0,103.0,38.0,32.0,11.0,19.0,155.0,40.0,115.0,8.0,211.0,63.0,3.0
137.0,Jesse Benya Barnarde,1488.0,229.0,118.0,123.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,290.0,66.0,63.0,3.0
138.0,Lucian Erasmus,1489.0,57.0,354.0,71.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,234.0,111.0,63.0,3.0
139.0,Juan Christian Marais,1493.0,201.0,118.0,230.0,103.0,38.0,32.0,11.0,19.0,157.0,40.0,115.0,152.0,211.0,63.0,3.0
139.0,Dewald Swanevelder,1493.0,121.0,103.0,230.0,72.0,38.0,32.0,11.0,19.0,113.0,40.0,84.0,353.0,211.0,63.0,3.0
