Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,555bf
107.0,Gabriel Valenciano Américo,2519.0,316.0,387.0,130.0,62.0,59.0,69.0,71.0,120.0,387.0,140.0,246.0,114.0,143.0,268.0,4.0,3.0
108.0,Gustavo Galle de Melo,2520.0,199.0,151.0,188.0,407.0,140.0,99.0,71.0,120.0,132.0,238.0,420.0,40.0,275.0,33.0,4.0,3.0
109.0,Rafael de Andrade Cinoto,2535.0,570.0,359.0,267.0,229.0,111.0,93.0,43.0,34.0,201.0,101.0,181.0,87.0,135.0,117.0,4.0,3.0
110.0,Davi Silva Soares Ferreira,2556.0,195.0,292.0,193.0,220.0,140.0,99.0,71.0,120.0,123.0,238.0,284.0,92.0,258.0,224.0,4.0,3.0
111.0,Thaynara Santana de Oliveira,2558.0,54.0,257.0,49.0,68.0,140.0,99.0,71.0,120.0,511.0,117.0,126.0,124.0,471.0,344.0,4.0,3.0
112.0,Enzo Gonçalves Motta,2563.0,226.0,108.0,219.0,211.0,140.0,99.0,71.0,120.0,194.0,106.0,420.0,80.0,218.0,344.0,4.0,3.0
113.0,Jefferson Nunes Brito de Oliveira,2567.0,203.0,76.0,117.0,111.0,140.0,99.0,71.0,120.0,1134.0,238.0,122.0,66.0,36.0,27.0,4.0,3.0
114.0,Gleiciano Cosmo Santos,2568.0,284.0,290.0,191.0,127.0,140.0,99.0,17.0,19.0,192.0,238.0,167.0,373.0,354.0,70.0,4.0,3.0
115.0,Henrique Pietro Muraro de Oliveira,2586.0,173.0,303.0,268.0,407.0,140.0,99.0,71.0,94.0,184.0,93.0,87.0,307.0,186.0,167.0,4.0,3.0
116.0,Miquéias Dantas dos Santos,2587.0,131.0,199.0,90.0,101.0,140.0,99.0,71.0,120.0,328.0,238.0,27.0,54.0,755.0,227.0,4.0,3.0
117.0,Heiki Saga Koike,2596.0,438.0,174.0,221.0,407.0,140.0,99.0,71.0,120.0,186.0,238.0,166.0,175.0,70.0,84.0,4.0,3.0
118.0,Irwin Arruda Sales,2600.0,132.0,317.0,368.0,407.0,140.0,99.0,71.0,120.0,131.0,238.0,165.0,23.0,268.0,114.0,4.0,3.0
119.0,Marcos Vinícius Vieira Takahashi da Silva,2602.0,361.0,141.0,192.0,238.0,140.0,99.0,71.0,91.0,440.0,238.0,324.0,42.0,66.0,152.0,4.0,3.0
120.0,Vitória Silveira Mozzini,2615.0,438.0,257.0,239.0,190.0,140.0,99.0,71.0,117.0,344.0,70.0,144.0,81.0,74.0,344.0,4.0,3.0
121.0,Gabriel Dechichi Barbar,2635.0,19.0,9.0,35.0,36.0,104.0,99.0,8.0,120.0,6.0,238.0,149.0,706.0,755.0,344.0,4.0,3.0
122.0,Rubens Ortega,2656.0,94.0,74.0,155.0,133.0,140.0,99.0,71.0,120.0,137.0,238.0,42.0,440.0,562.0,344.0,4.0,3.0
123.0,Matheus Silva Carvalho de Oliveira,2671.0,203.0,360.0,87.0,104.0,140.0,99.0,71.0,120.0,122.0,238.0,197.0,311.0,268.0,344.0,4.0,3.0
123.0,Gabriel Cesar Da Silva Bezerra,2671.0,151.0,140.0,36.0,88.0,140.0,99.0,71.0,120.0,214.0,238.0,92.0,446.0,755.0,74.0,4.0,3.0
125.0,Tácito Sampaio Gaspar de Oliveira Filho,2682.0,279.0,356.0,149.0,79.0,93.0,62.0,71.0,120.0,285.0,238.0,150.0,398.0,51.0,344.0,4.0,3.0
126.0,Thalison Roberto Ferreira de Sousa,2691.0,374.0,338.0,332.0,247.0,140.0,99.0,71.0,120.0,192.0,210.0,35.0,89.0,294.0,143.0,4.0,3.0
127.0,Daniel Schreiber Guimarães,2710.0,169.0,179.0,325.0,407.0,140.0,99.0,71.0,120.0,317.0,30.0,420.0,170.0,227.0,29.0,4.0,3.0
127.0,Luiggi Giovanucci,2710.0,229.0,197.0,184.0,213.0,140.0,99.0,71.0,120.0,42.0,110.0,190.0,216.0,548.0,344.0,4.0,3.0
129.0,Wesley Alves Rolim,2730.0,213.0,11.0,476.0,407.0,140.0,99.0,71.0,120.0,152.0,238.0,420.0,233.0,46.0,97.0,4.0,3.0
130.0,Dillinger Dashiell,2733.0,26.0,32.0,20.0,407.0,29.0,99.0,71.0,120.0,66.0,238.0,420.0,99.0,755.0,344.0,4.0,3.0
131.0,Gabriel Silva dos Santos,2736.0,471.0,231.0,495.0,407.0,140.0,99.0,45.0,65.0,282.0,75.0,161.0,126.0,19.0,113.0,4.0,3.0
132.0,Henrique Luiz Souza de Oliveira,2738.0,412.0,652.0,243.0,106.0,55.0,38.0,71.0,72.0,156.0,138.0,24.0,173.0,369.0,222.0,4.0,3.0
133.0,Beni Issler,2750.0,306.0,191.0,363.0,344.0,136.0,99.0,71.0,87.0,271.0,109.0,355.0,154.0,73.0,184.0,4.0,3.0
134.0,Eduardo Ramalho Sampaio,2770.0,205.0,283.0,302.0,407.0,140.0,99.0,49.0,65.0,170.0,238.0,185.0,188.0,88.0,344.0,4.0,3.0
135.0,Kalani Oliveira,2771.0,321.0,143.0,122.0,186.0,123.0,99.0,71.0,120.0,297.0,238.0,182.0,405.0,113.0,344.0,4.0,3.0
136.0,Renan da Cunha Santos,2786.0,494.0,332.0,223.0,183.0,116.0,92.0,23.0,84.0,406.0,7.0,203.0,256.0,318.0,42.0,4.0,3.0
137.0,Daniel Junji Kudo,2797.0,88.0,257.0,107.0,126.0,52.0,60.0,71.0,120.0,295.0,238.0,124.0,153.0,755.0,344.0,4.0,3.0
138.0,Roberto Caldas,2806.0,234.0,210.0,199.0,251.0,117.0,99.0,30.0,120.0,227.0,1.0,326.0,479.0,214.0,292.0,4.0,3.0
139.0,Yngwie Onodera,2815.0,435.0,541.0,183.0,122.0,51.0,41.0,71.0,120.0,182.0,238.0,151.0,58.0,439.0,176.0,4.0,3.0
140.0,Diego Taques Pimenta Quintanilha,2820.0,358.0,174.0,246.0,234.0,140.0,99.0,71.0,120.0,143.0,238.0,420.0,221.0,225.0,124.0,4.0,3.0
141.0,Lucas de Almeida Moraes,2861.0,113.0,71.0,853.0,407.0,140.0,99.0,71.0,120.0,196.0,23.0,129.0,196.0,92.0,344.0,4.0,3.0
