Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
83.0,Narek Badalyan,339.0,74.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
84.0,Aren Tigranyan,340.0,84.0,57.0,29.0,14.0,4.0,2.0,2.0,3.0,34.0,13.0,13.0,54.0,19.0,8.0,2.0,2.0
84.0,Hayk Karagulyan,340.0,75.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
86.0,Aren Gevorgyan,342.0,77.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
87.0,Hayk Jamalyan,343.0,78.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
88.0,Razmik Matevosyan,344.0,92.0,54.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,48.0,19.0,8.0,2.0,2.0
89.0,David Aghalovyan,347.0,110.0,48.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,39.0,19.0,8.0,2.0,2.0
89.0,Tigran Karakhanyan,347.0,97.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,40.0,19.0,8.0,2.0,2.0
91.0,Hovhannes Harutyunyan,349.0,91.0,53.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
92.0,Ani Mnatsakanyan,350.0,124.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,37.0,13.0,13.0,18.0,19.0,8.0,2.0,2.0
92.0,Aram Galstyan,350.0,85.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
94.0,Vahe Jraghatspanyan,351.0,88.0,58.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
95.0,Lilit Galstyan,355.0,90.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
96.0,Zhora Verdyan,356.0,95.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,35.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
97.0,Alik Ghambaryan,358.0,93.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
98.0,Gevorg Sargsyan,359.0,94.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
99.0,Tatev Taranyan,361.0,112.0,44.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
100.0,Davit Aghekyan,363.0,98.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
101.0,Miqael Karakhanyan,364.0,99.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
102.0,Gor Galstyan,365.0,103.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,36.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
102.0,Erik Broyan,365.0,100.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
104.0,Lily Tadevosyan,366.0,101.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
105.0,Bagrat Kirakosyan,367.0,102.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
106.0,Davit Khorshikyan,369.0,104.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
107.0,Lilia Aghayan,370.0,105.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
108.0,Artur Manukyan,371.0,106.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
109.0,Areg Hovsepyan,372.0,107.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
110.0,Aram Melkonyan,373.0,108.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
111.0,Tigran Khlghatyan,376.0,111.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
112.0,Tigran Avagyan,378.0,113.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
113.0,Iren Sargsyan,379.0,114.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
114.0,Gor Barkhudaryan,380.0,115.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
115.0,Nzhdeh Kerobyan,381.0,116.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
116.0,Samvel Harutyunyan,382.0,117.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
117.0,Yura Manukyan,383.0,118.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
118.0,Davit Malkhasyan,384.0,119.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
119.0,Lia Gevorgyan,385.0,151.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,24.0,19.0,8.0,2.0,2.0
119.0,Suren Aslanyan,385.0,120.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
121.0,Miqael Avagyan,386.0,121.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
122.0,Mesrop Ghazaryan,387.0,122.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
123.0,Sofya Gharibyan,388.0,123.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
124.0,Tigran Karanyan,390.0,151.0,56.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,33.0,19.0,8.0,2.0,2.0
124.0,Gor Mughdusyan (Գոռ Մուղդուսյան),390.0,125.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
126.0,Marine Manukyan,391.0,126.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
127.0,Valentina Beybutyan,392.0,127.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
128.0,David Melikbekyan,393.0,128.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
129.0,Sussanna Balakhchyan,394.0,129.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
130.0,Serzh Aklunts,395.0,130.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
131.0,Nare Manukyan,396.0,131.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
