Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
93.0,Edgardo Martínez,445.0,72.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
95.0,Mario Enrique Domínguez Alarcón,450.0,78.0,93.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
95.0,Abraham Alonso Ramos,450.0,106.0,90.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,44.0,36.0,7.0,3.0
97.0,Kevin Osmar Fuentes Echeverria,451.0,102.0,70.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
97.0,Anthony Jáir Cianca Quintero,451.0,99.0,73.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
99.0,Alexis Batista,453.0,80.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
100.0,Ángel Castillo,455.0,82.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
101.0,Felipe Alberto Montenegro Méndez,456.0,83.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
101.0,Manuel Ignacio Gomes Barranco,456.0,120.0,87.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,40.0,35.0,7.0,3.0
103.0,Jose Rolando Garcia Castillo,462.0,89.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
104.0,Cesar Gabriel Reyes Vasquez,463.0,108.0,76.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
105.0,Abel Jafet,467.0,97.0,91.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
105.0,Humberto Enrique Calles Guevara,467.0,94.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
107.0,Ricardo Alexis Atencio,468.0,95.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
108.0,Ian Garcia,470.0,103.0,94.0,41.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
109.0,Javier Elias Pan Luo,471.0,113.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,54.0,36.0,7.0,3.0
109.0,Jesús Emmanuel Yard Mariscal,471.0,98.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
111.0,Kathlyn Arllen Castillo Torres,472.0,99.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
112.0,Juan Mario Pitti Castillo,474.0,101.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
112.0,Sahil S. Chablani,474.0,115.0,80.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
114.0,Francisco Rivera,476.0,133.0,83.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,50.0,36.0,7.0,3.0
115.0,Kenneth Jaffeth Caballero Jiménez,477.0,123.0,86.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,25.0,7.0,3.0
116.0,Fernando Miguel Pan Luo,478.0,105.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
117.0,Matías Hernandez,479.0,124.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,51.0,36.0,7.0,3.0
118.0,Daniel Perdomo,480.0,107.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
119.0,Gabriel David Ramos Oropeza,482.0,119.0,84.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
119.0,Isaac Muñoz,482.0,109.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
121.0,Temístocles Zeballos Rodríguez,483.0,110.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
122.0,Elias Adrián Marengo Escala,485.0,112.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
123.0,Rui Neves da Silva,489.0,116.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
124.0,Andrés Carlos Pérez Vega,490.0,117.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
125.0,David Daniel Cazorla,491.0,118.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
