Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
108.0,Mohamed Bilal Yosre Razem,343.0,99.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
109.0,Maen Shehada,344.0,107.0,84.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,43.0,20.0,9.0,2.0
109.0,Omar Wissam Idkedik,344.0,114.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,32.0,20.0,9.0,2.0
111.0,Ahmad Atrash,347.0,103.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
112.0,Ebaa Mohammad Badrieh,348.0,112.0,80.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
112.0,Joury Tiro,348.0,104.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
114.0,Mohmad Hani Salhab,350.0,106.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
115.0,Mahmoud Hani Salhab,352.0,108.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
116.0,Ayham Khalil Ibrahim Sabri,353.0,109.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
117.0,Jameela Abu Hussein,354.0,119.0,87.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,38.0,20.0,9.0,2.0
118.0,Fatma Ibrahem Karajeh,355.0,111.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
119.0,Hanin Khalil Ibrahim Sabri,357.0,113.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
120.0,Yamen Yasser Sanduka,358.0,120.0,82.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
121.0,Ghyda Alkhaldi,359.0,115.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
122.0,Hanin Khalil Ibrahim Sabri,360.0,116.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
123.0,Ayham Khalil Ibrahim Sabri,361.0,117.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
124.0,Lucia Hamzah Abu Lafi,365.0,121.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
125.0,Mohannad Rateb Taweel,366.0,122.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
