Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
132.0,Indeewari Shehara Suraweera,671.0,130.0,167.0,39.0,24.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
134.0,Ragu Rakavan,673.0,84.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
135.0,Liyan Sathsindu Liyanaarachchi,676.0,87.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
136.0,Yusuf Shamail,677.0,137.0,118.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
137.0,Yohan Fernando,678.0,173.0,137.0,76.0,35.0,14.0,8.0,7.0,17.0,59.0,15.0,18.0,55.0,46.0,14.0,4.0
138.0,Nadew Mindula,679.0,161.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,33.0,46.0,14.0,4.0
139.0,Sandanu Methnim Vitharana,686.0,134.0,130.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
140.0,Cashmir Rodrigo,687.0,124.0,167.0,50.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
141.0,Sheshan Jethniel Vincent,688.0,153.0,132.0,76.0,35.0,14.0,8.0,7.0,17.0,45.0,15.0,18.0,104.0,46.0,14.0,4.0
141.0,Matheesha Anuhas Doowage,688.0,99.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
141.0,Sadeve Methmika,688.0,188.0,96.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,86.0,46.0,14.0,4.0
144.0,Janiru Ninduwara Wijesinghe,689.0,167.0,126.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,78.0,46.0,14.0,4.0
145.0,Mohamed Irshad Mohamed Imaam,691.0,136.0,133.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
146.0,Shafaath Ahamed,692.0,103.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
147.0,Ranendra Yoshitha Hiripitiya,695.0,106.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
148.0,Ruveen Mendis,701.0,156.0,123.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
149.0,Nithum Methmira Bamunuarachchi,706.0,117.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
149.0,Ranasinghe Petikiri Koralalage Sasiru Navindith Ranasinghe,706.0,177.0,129.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,82.0,46.0,14.0,4.0
151.0,Puvinayan Kugananthan,708.0,119.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
152.0,Umar Kamil,709.0,162.0,125.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
152.0,Aaron Samaranayake,709.0,149.0,138.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
152.0,Sudil Siyath Sandupama Peramunaarachchi,709.0,120.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
155.0,Methika Nethmira Adihetti,710.0,121.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
156.0,Kulendran Lingesh,712.0,180.0,121.0,76.0,35.0,14.0,8.0,7.0,17.0,53.0,15.0,18.0,104.0,46.0,14.0,4.0
157.0,Ninduwara Damsiha Weerathilake,714.0,184.0,108.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
158.0,Asitha Deshan,715.0,126.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
158.0,Randul Perera,715.0,143.0,167.0,59.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
158.0,Desandu C. W. M. Wakista,715.0,166.0,128.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,17.0,104.0,46.0,14.0,4.0
161.0,Duvindra De Silva,717.0,168.0,134.0,69.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
162.0,Lithuka Megha Damsath Palliyaguru,718.0,185.0,111.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
162.0,Azmath Akram,718.0,176.0,136.0,76.0,30.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,93.0,46.0,14.0,4.0
162.0,Binara Kulasekara,718.0,189.0,107.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
162.0,Dewni Prasadi Lakshika Fernando,718.0,204.0,144.0,71.0,33.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,66.0,39.0,14.0,4.0
166.0,Ranuga Nadun Dissanayaka,719.0,181.0,139.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,81.0,46.0,14.0,4.0
