Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
95.0,Bakdoolot Sadykbekov (Бакдоолот Садыкбеков),555.0,105.0,73.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,101.0,55.0,19.0,2.0
96.0,Dastan Bostonbaev,556.0,25.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
97.0,Islam Hasanov (Ислам Хасанов),557.0,53.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,27.0,4.0,29.0,117.0,55.0,19.0,2.0
98.0,Svatoslav Donetskov (Святослав Донецков),560.0,108.0,95.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,83.0,53.0,19.0,2.0
99.0,Ruslan Li (Руслан Ли),564.0,135.0,117.0,56.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,73.0,39.0,19.0,2.0
100.0,Aibekov Kanai (Айбеков Канай),571.0,116.0,107.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,72.0,55.0,19.0,2.0
101.0,Sanzhar Kuseinov (Санжар Кусейнов),575.0,127.0,118.0,57.0,23.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,75.0,55.0,19.0,2.0
101.0,Nursultan Zakirov (Нурсултан Закиров),575.0,44.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
103.0,Erbol Janyshbekov (Эрбол Жанышбеков),578.0,76.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,88.0,55.0,19.0,2.0
103.0,Kirill Iusupov (Кирил Юсупов),578.0,47.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
105.0,Nazar Shapiro,579.0,107.0,111.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,22.0,92.0,55.0,19.0,2.0
106.0,Artem Usenkov (Артем Усенков),581.0,117.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,50.0,55.0,19.0,2.0
106.0,Rufat Muhammetov (Руфат Мухаметов),581.0,102.0,86.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
108.0,Alihan Kulanbekov (Алихан Куланбеков),583.0,93.0,97.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
109.0,Ertur Karypov (Эртур Карыпов),584.0,155.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,56.0,14.0,19.0,2.0
110.0,Ruslan Ayupov (Руслан Аюпов),585.0,94.0,98.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
110.0,Aidar Japykeev (Айдар Жапыкеев),585.0,54.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
